zone_id,timestamp,consumption_kwh,temperature_c,humidity_percent
Zone_4,2025-01-26 05:00:00,2.42,24.6,49.3
Zone_5,2025-01-26 05:00:00,2.63,22.5,44.4
Zone_6,2025-01-26 05:00:00,1.46,26.6,51.5
Zone_7,2025-01-26 05:00:00,2.2,20.7,61.9
Zone_8,2025-01-26 05:00:00,1.83,36.3,60.0
Zone_9,2025-01-26 05:00:00,1.7,26.5,58.0
Zone_10,2025-01-26 05:00:00,1.82,25.1,58.9
Zone_1,2025-01-26 06:00:00,0.99,20.5,71.1
Zone_2,2025-01-26 06:00:00,1.54,20.7,57.2
Zone_3,2025-01-26 06:00:00,0.94,32.4,58.0
Zone_4,2025-01-26 06:00:00,1.79,32.5,65.4
Zone_5,2025-01-26 06:00:00,2.6,22.5,72.1
Zone_6,2025-01-26 06:00:00,1.8,12.0,63.8
Zone_7,2025-01-26 06:00:00,1.95,23.0,50.9
Zone_8,2025-01-26 06:00:00,1.62,29.2,55.4
Zone_9,2025-01-26 06:00:00,2.52,18.2,68.9
Zone_10,2025-01-26 06:00:00,1.52,26.0,63.2
Zone_1,2025-01-26 07:00:00,3.39,26.1,55.8
Zone_2,2025-01-26 07:00:00,4.39,32.5,57.4
Zone_3,2025-01-26 07:00:00,3.71,30.4,56.4
Zone_4,2025-01-26 07:00:00,2.88,35.7,66.1
Zone_5,2025-01-26 07:00:00,3.51,24.7,57.6
Zone_6,2025-01-26 07:00:00,3.15,29.8,51.3
Zone_7,2025-01-26 07:00:00,3.46,22.1,70.9
Zone_8,2025-01-26 07:00:00,2.08,20.2,61.6
Zone_9,2025-01-26 07:00:00,3.07,31.8,55.7
Zone_10,2025-01-26 07:00:00,3.05,23.6,49.2
Zone_1,2025-01-26 08:00:00,1.71,23.8,63.2
Zone_2,2025-01-26 08:00:00,3.31,28.0,61.1
Zone_3,2025-01-26 08:00:00,2.12,20.5,49.9
Zone_4,2025-01-26 08:00:00,2.95,23.3,59.7
Zone_5,2025-01-26 08:00:00,2.64,27.9,48.2
Zone_6,2025-01-26 08:00:00,3.86,34.4,65.1
Zone_7,2025-01-26 08:00:00,2.89,34.0,51.5
Zone_8,2025-01-26 08:00:00,3.31,30.5,61.3
Zone_9,2025-01-26 08:00:00,2.73,25.1,76.1
Zone_10,2025-01-26 08:00:00,3.28,18.1,57.8
Zone_1,2025-01-26 09:00:00,3.28,27.4,63.0
Zone_2,2025-01-26 09:00:00,3.48,29.0,66.7
Zone_3,2025-01-26 09:00:00,2.43,21.8,46.1
Zone_4,2025-01-26 09:00:00,2.19,23.3,80.1
Zone_5,2025-01-26 09:00:00,3.09,18.8,51.4
Zone_6,2025-01-26 09:00:00,2.51,22.2,63.4
Zone_7,2025-01-26 09:00:00,2.65,31.6,71.5
Zone_8,2025-01-26 09:00:00,2.62,21.2,60.6
Zone_9,2025-01-26 09:00:00,2.99,30.6,67.9
Zone_10,2025-01-26 09:00:00,3.48,25.3,42.2
Zone_1,2025-01-26 10:00:00,3.91,18.9,47.9
Zone_2,2025-01-26 10:00:00,4.06,25.9,74.4
Zone_3,2025-01-26 10:00:00,2.77,27.0,53.6
Zone_4,2025-01-26 10:00:00,3.15,27.5,61.0
Zone_5,2025-01-26 10:00:00,3.16,28.4,44.5
Zone_6,2025-01-26 10:00:00,2.71,28.3,61.9
Zone_7,2025-01-26 10:00:00,4.2,24.6,44.7
Zone_8,2025-01-26 10:00:00,1.89,26.8,54.3
Zone_9,2025-01-26 10:00:00,3.24,29.7,65.3
Zone_10,2025-01-26 10:00:00,3.66,21.2,53.7
Zone_1,2025-01-26 11:00:00,2.41,26.1,81.3
Zone_2,2025-01-26 11:00:00,2.91,23.8,73.8
Zone_3,2025-01-26 11:00:00,3.44,21.5,55.5
Zone_4,2025-01-26 11:00:00,3.28,29.7,55.7
Zone_5,2025-01-26 11:00:00,3.79,18.6,70.8
Zone_6,2025-01-26 11:00:00,2.69,23.9,46.1
Zone_7,2025-01-26 11:00:00,3.13,21.2,62.8
Zone_8,2025-01-26 11:00:00,3.44,28.2,43.0
Zone_9,2025-01-26 11:00:00,2.98,26.6,59.2
Zone_10,2025-01-26 11:00:00,3.18,11.4,48.4
Zone_1,2025-01-26 12:00:00,3.26,26.6,78.6
Zone_2,2025-01-26 12:00:00,3.68,28.7,54.9
Zone_3,2025-01-26 12:00:00,2.7,25.7,59.3
Zone_4,2025-01-26 12:00:00,2.48,27.2,72.2
Zone_5,2025-01-26 12:00:00,3.65,29.8,58.9
Zone_6,2025-01-26 12:00:00,3.76,26.3,54.7
Zone_7,2025-01-26 12:00:00,2.7,29.0,52.8
Zone_8,2025-01-26 12:00:00,2.48,18.6,62.0
Zone_9,2025-01-26 12:00:00,3.26,21.3,58.9
Zone_10,2025-01-26 12:00:00,2.64,26.6,72.4
Zone_1,2025-01-26 13:00:00,3.0,15.0,55.8
Zone_2,2025-01-26 13:00:00,2.74,21.2,55.8
Zone_3,2025-01-26 13:00:00,2.67,33.9,70.1
Zone_4,2025-01-26 13:00:00,3.69,28.0,66.6
Zone_5,2025-01-26 13:00:00,2.8,34.2,64.8
Zone_6,2025-01-26 13:00:00,3.36,20.9,55.6
Zone_7,2025-01-26 13:00:00,2.05,22.6,72.8
Zone_8,2025-01-26 13:00:00,3.03,25.5,67.0
Zone_9,2025-01-26 13:00:00,3.2,18.7,69.3
Zone_10,2025-01-26 13:00:00,1.72,23.8,57.3
Zone_1,2025-01-26 14:00:00,2.6,26.9,67.6
Zone_2,2025-01-26 14:00:00,3.46,23.6,58.8
Zone_3,2025-01-26 14:00:00,3.04,21.6,56.7
Zone_4,2025-01-26 14:00:00,3.12,29.6,57.7
Zone_5,2025-01-26 14:00:00,3.4,21.7,49.2
Zone_6,2025-01-26 14:00:00,2.35,26.5,51.0
Zone_7,2025-01-26 14:00:00,3.15,20.0,63.0
Zone_8,2025-01-26 14:00:00,3.82,11.4,73.4
Zone_9,2025-01-26 14:00:00,3.9,24.7,42.8
Zone_10,2025-01-26 14:00:00,2.27,15.0,57.1
Zone_1,2025-01-26 15:00:00,1.6,26.9,62.0
Zone_2,2025-01-26 15:00:00,3.41,25.8,55.3
Zone_3,2025-01-26 15:00:00,3.34,20.1,62.1
Zone_4,2025-01-26 15:00:00,2.54,22.5,36.6
Zone_5,2025-01-26 15:00:00,2.43,20.5,51.6
Zone_6,2025-01-26 15:00:00,3.66,30.8,71.7
Zone_7,2025-01-26 15:00:00,3.19,22.3,59.3
Zone_8,2025-01-26 15:00:00,1.79,23.9,69.5
Zone_9,2025-01-26 15:00:00,2.91,13.8,76.8
Zone_10,2025-01-26 15:00:00,3.06,22.3,38.0
Zone_1,2025-01-26 16:00:00,3.22,24.6,75.9
Zone_2,2025-01-26 16:00:00,3.12,26.2,59.9
Zone_3,2025-01-26 16:00:00,2.38,25.1,68.7
Zone_4,2025-01-26 16:00:00,2.94,16.5,70.0
Zone_5,2025-01-26 16:00:00,2.7,19.1,45.8
Zone_6,2025-01-26 16:00:00,2.82,23.1,58.4
Zone_7,2025-01-26 16:00:00,3.29,31.3,57.7
Zone_8,2025-01-26 16:00:00,2.95,17.6,45.0
Zone_9,2025-01-26 16:00:00,3.26,21.5,80.7
Zone_10,2025-01-26 16:00:00,2.45,21.7,63.0
Zone_1,2025-01-26 17:00:00,3.74,18.1,63.7
Zone_2,2025-01-26 17:00:00,2.99,26.8,49.7
Zone_3,2025-01-26 17:00:00,2.88,21.9,69.1
Zone_4,2025-01-26 17:00:00,2.04,28.0,57.5
Zone_5,2025-01-26 17:00:00,2.66,9.0,45.1
Zone_6,2025-01-26 17:00:00,2.18,16.0,62.1
Zone_7,2025-01-26 17:00:00,3.52,21.9,32.6
Zone_8,2025-01-26 17:00:00,2.93,17.6,78.9
Zone_9,2025-01-26 17:00:00,2.8,19.0,52.0
Zone_10,2025-01-26 17:00:00,2.9,28.6,40.6
Zone_1,2025-01-26 18:00:00,3.78,25.5,59.8
Zone_2,2025-01-26 18:00:00,3.95,24.6,34.1
Zone_3,2025-01-26 18:00:00,5.34,34.0,50.9
Zone_4,2025-01-26 18:00:00,3.66,18.7,46.7
Zone_5,2025-01-26 18:00:00,5.13,32.9,51.6
Zone_6,2025-01-26 18:00:00,3.54,32.2,50.4
Zone_7,2025-01-26 18:00:00,4.24,23.9,47.1
Zone_8,2025-01-26 18:00:00,4.23,15.0,49.9
Zone_9,2025-01-26 18:00:00,5.09,28.1,62.5
Zone_10,2025-01-26 18:00:00,3.75,35.8,69.6
Zone_1,2025-01-26 19:00:00,3.73,29.6,86.5
Zone_2,2025-01-26 19:00:00,5.69,15.9,48.9
Zone_3,2025-01-26 19:00:00,4.39,18.9,59.6
Zone_4,2025-01-26 19:00:00,4.59,16.1,57.6
Zone_5,2025-01-26 19:00:00,4.32,17.4,61.1
Zone_6,2025-01-26 19:00:00,4.55,21.0,63.4
Zone_7,2025-01-26 19:00:00,3.74,25.2,57.9
Zone_8,2025-01-26 19:00:00,4.48,25.1,46.2
Zone_9,2025-01-26 19:00:00,4.04,17.8,73.6
Zone_10,2025-01-26 19:00:00,4.24,23.2,38.1
Zone_1,2025-01-26 20:00:00,3.55,23.7,43.6
Zone_2,2025-01-26 20:00:00,4.41,20.0,55.3
Zone_3,2025-01-26 20:00:00,4.61,25.8,59.8
Zone_4,2025-01-26 20:00:00,4.48,26.0,60.1
Zone_5,2025-01-26 20:00:00,3.72,21.0,69.1
Zone_6,2025-01-26 20:00:00,3.59,20.3,42.6
Zone_7,2025-01-26 20:00:00,4.04,23.0,62.6
Zone_8,2025-01-26 20:00:00,4.13,24.2,64.3
Zone_9,2025-01-26 20:00:00,4.02,21.6,61.7
Zone_10,2025-01-26 20:00:00,3.58,26.6,65.1
Zone_1,2025-01-26 21:00:00,4.31,25.7,59.0
Zone_2,2025-01-26 21:00:00,3.91,21.6,54.3
Zone_3,2025-01-26 21:00:00,4.78,24.2,75.3
Zone_4,2025-01-26 21:00:00,3.86,21.0,52.4
Zone_5,2025-01-26 21:00:00,4.37,31.1,70.5
Zone_6,2025-01-26 21:00:00,4.77,25.3,51.2
Zone_7,2025-01-26 21:00:00,3.46,29.5,38.7
Zone_8,2025-01-26 21:00:00,4.41,28.4,53.5
Zone_9,2025-01-26 21:00:00,4.19,29.0,52.4
Zone_10,2025-01-26 21:00:00,5.23,14.9,63.5
Zone_1,2025-01-26 22:00:00,3.45,25.1,61.8
Zone_2,2025-01-26 22:00:00,3.81,17.8,65.3
Zone_3,2025-01-26 22:00:00,3.24,14.0,70.9
Zone_4,2025-01-26 22:00:00,4.76,20.8,45.6
Zone_5,2025-01-26 22:00:00,4.22,27.1,43.2
Zone_6,2025-01-26 22:00:00,4.51,26.1,65.4
Zone_7,2025-01-26 22:00:00,3.63,27.6,63.6
Zone_8,2025-01-26 22:00:00,4.18,16.5,53.6
Zone_9,2025-01-26 22:00:00,4.49,26.1,62.1
Zone_10,2025-01-26 22:00:00,3.86,19.7,57.9
Zone_1,2025-01-26 23:00:00,3.56,27.1,58.7
Zone_2,2025-01-26 23:00:00,4.37,7.4,47.6
Zone_3,2025-01-26 23:00:00,4.71,27.4,62.0
Zone_4,2025-01-26 23:00:00,5.21,29.0,46.2
Zone_5,2025-01-26 23:00:00,4.03,34.7,73.5
Zone_6,2025-01-26 23:00:00,2.99,27.7,87.3
Zone_7,2025-01-26 23:00:00,5.34,28.0,57.2
Zone_8,2025-01-26 23:00:00,3.22,20.0,58.7
Zone_9,2025-01-26 23:00:00,4.32,31.2,52.6
Zone_10,2025-01-26 23:00:00,3.3,29.2,70.3
Zone_1,2025-01-27 00:00:00,1.62,24.1,49.8
Zone_2,2025-01-27 00:00:00,2.42,21.6,53.4
Zone_3,2025-01-27 00:00:00,1.5,26.1,64.1
Zone_4,2025-01-27 00:00:00,2.12,22.6,60.9
Zone_5,2025-01-27 00:00:00,1.17,27.5,74.6
Zone_6,2025-01-27 00:00:00,1.75,24.9,53.3
Zone_7,2025-01-27 00:00:00,0.88,20.6,54.1
Zone_8,2025-01-27 00:00:00,1.69,26.9,66.7
Zone_9,2025-01-27 00:00:00,1.99,26.2,69.5
Zone_10,2025-01-27 00:00:00,2.4,29.6,61.6
Zone_1,2025-01-27 01:00:00,1.44,26.3,66.0
Zone_2,2025-01-27 01:00:00,2.17,39.7,42.9
Zone_3,2025-01-27 01:00:00,2.54,30.5,46.6
Zone_4,2025-01-27 01:00:00,1.97,17.7,49.7
Zone_5,2025-01-27 01:00:00,2.35,25.0,69.6
Zone_6,2025-01-27 01:00:00,2.24,29.5,51.4
Zone_7,2025-01-27 01:00:00,1.94,38.5,47.4
Zone_8,2025-01-27 01:00:00,1.61,22.7,63.0
Zone_9,2025-01-27 01:00:00,2.1,27.3,75.0
Zone_10,2025-01-27 01:00:00,2.26,25.9,68.4
Zone_1,2025-01-27 02:00:00,2.03,25.7,65.8
Zone_2,2025-01-27 02:00:00,2.6,32.7,69.4
Zone_3,2025-01-27 02:00:00,3.33,30.8,73.8
Zone_4,2025-01-27 02:00:00,1.78,29.9,63.2
Zone_5,2025-01-27 02:00:00,1.58,17.1,65.0
Zone_6,2025-01-27 02:00:00,1.81,17.6,57.4
Zone_7,2025-01-27 02:00:00,2.89,21.1,65.9
Zone_8,2025-01-27 02:00:00,2.0,24.6,62.9
Zone_9,2025-01-27 02:00:00,1.37,31.2,83.1
Zone_10,2025-01-27 02:00:00,2.58,20.5,65.7
Zone_1,2025-01-27 03:00:00,3.24,21.4,60.7
Zone_2,2025-01-27 03:00:00,1.73,26.6,51.4
Zone_3,2025-01-27 03:00:00,2.09,23.0,59.3
Zone_4,2025-01-27 03:00:00,1.24,28.9,62.4
Zone_5,2025-01-27 03:00:00,2.4,15.4,59.4
Zone_6,2025-01-27 03:00:00,3.59,24.1,71.6
Zone_7,2025-01-27 03:00:00,1.48,26.3,71.6
Zone_8,2025-01-27 03:00:00,2.59,25.1,52.8
Zone_9,2025-01-27 03:00:00,2.47,32.1,62.2
Zone_10,2025-01-27 03:00:00,2.01,20.9,43.1
Zone_1,2025-01-27 04:00:00,2.52,29.6,45.2
Zone_2,2025-01-27 04:00:00,2.54,28.6,77.9
Zone_3,2025-01-27 04:00:00,1.84,23.4,70.2
Zone_4,2025-01-27 04:00:00,2.06,24.6,70.7
Zone_5,2025-01-27 04:00:00,1.21,21.2,73.5
Zone_6,2025-01-27 04:00:00,0.97,11.6,55.8
Zone_7,2025-01-27 04:00:00,1.78,31.9,65.4
Zone_8,2025-01-27 04:00:00,2.34,24.6,58.3
Zone_9,2025-01-27 04:00:00,2.57,17.1,55.1
Zone_10,2025-01-27 04:00:00,2.23,21.9,63.9
Zone_1,2025-01-27 05:00:00,2.22,31.4,57.5
Zone_2,2025-01-27 05:00:00,1.18,25.3,49.4
Zone_3,2025-01-27 05:00:00,2.17,23.3,54.3
Zone_4,2025-01-27 05:00:00,2.27,27.8,62.3
Zone_5,2025-01-27 05:00:00,1.35,24.2,49.5
Zone_6,2025-01-27 05:00:00,2.35,20.8,55.9
Zone_7,2025-01-27 05:00:00,1.11,23.3,56.9
Zone_8,2025-01-27 05:00:00,2.22,10.1,59.8
Zone_9,2025-01-27 05:00:00,2.94,33.4,59.5
Zone_10,2025-01-27 05:00:00,1.75,21.3,75.1
Zone_1,2025-01-27 06:00:00,1.56,24.0,53.9
Zone_2,2025-01-27 06:00:00,2.02,15.2,54.8
Zone_3,2025-01-27 06:00:00,1.57,20.2,53.7
Zone_4,2025-01-27 06:00:00,2.15,30.6,40.7
Zone_5,2025-01-27 06:00:00,2.58,23.0,73.4
Zone_6,2025-01-27 06:00:00,2.3,23.7,78.1
Zone_7,2025-01-27 06:00:00,2.04,29.0,71.4
Zone_8,2025-01-27 06:00:00,2.37,24.4,73.4
Zone_9,2025-01-27 06:00:00,2.68,24.1,63.2
Zone_10,2025-01-27 06:00:00,1.43,19.6,47.3
Zone_1,2025-01-27 07:00:00,3.31,21.5,67.1
Zone_2,2025-01-27 07:00:00,3.4,13.7,60.9
Zone_3,2025-01-27 07:00:00,2.97,23.4,69.0
Zone_4,2025-01-27 07:00:00,2.92,24.7,76.4
Zone_5,2025-01-27 07:00:00,2.97,25.0,55.0
Zone_6,2025-01-27 07:00:00,2.56,24.2,56.8
Zone_7,2025-01-27 07:00:00,3.83,30.0,53.8
Zone_8,2025-01-27 07:00:00,3.53,19.6,55.0
Zone_9,2025-01-27 07:00:00,3.43,15.4,40.5
Zone_10,2025-01-27 07:00:00,2.93,31.8,61.8
Zone_1,2025-01-27 08:00:00,2.72,37.2,63.9
Zone_2,2025-01-27 08:00:00,2.58,22.9,51.7
Zone_3,2025-01-27 08:00:00,3.23,30.1,44.7
Zone_4,2025-01-27 08:00:00,2.71,23.0,63.5
Zone_5,2025-01-27 08:00:00,2.54,24.0,62.9
Zone_6,2025-01-27 08:00:00,2.74,29.8,49.1
Zone_7,2025-01-27 08:00:00,3.37,22.7,72.6
Zone_8,2025-01-27 08:00:00,2.7,16.7,68.8
Zone_9,2025-01-27 08:00:00,2.31,25.6,63.0
Zone_10,2025-01-27 08:00:00,2.96,24.1,55.6
Zone_1,2025-01-27 09:00:00,2.58,25.9,47.5
Zone_2,2025-01-27 09:00:00,3.24,31.1,62.4
Zone_3,2025-01-27 09:00:00,3.16,24.8,79.5
Zone_4,2025-01-27 09:00:00,2.61,29.5,49.0
Zone_5,2025-01-27 09:00:00,3.43,36.6,62.1
Zone_6,2025-01-27 09:00:00,2.99,18.8,76.2
Zone_7,2025-01-27 09:00:00,3.67,21.5,67.0
Zone_8,2025-01-27 09:00:00,2.49,27.3,66.9
Zone_9,2025-01-27 09:00:00,1.88,28.6,40.7
Zone_10,2025-01-27 09:00:00,3.5,26.4,58.9
Zone_1,2025-01-27 10:00:00,2.82,28.4,51.0
Zone_2,2025-01-27 10:00:00,2.54,34.3,63.3
Zone_3,2025-01-27 10:00:00,3.21,24.0,77.7
Zone_4,2025-01-27 10:00:00,3.44,26.0,71.1
Zone_5,2025-01-27 10:00:00,2.06,27.2,62.6
Zone_6,2025-01-27 10:00:00,3.33,23.0,60.0
Zone_7,2025-01-27 10:00:00,2.84,38.4,59.6
Zone_8,2025-01-27 10:00:00,5.2,19.7,61.6
Zone_9,2025-01-27 10:00:00,3.61,25.7,46.2
Zone_10,2025-01-27 10:00:00,3.69,27.7,64.2
Zone_1,2025-01-27 11:00:00,2.47,25.5,48.0
Zone_2,2025-01-27 11:00:00,2.95,20.0,66.2
Zone_3,2025-01-27 11:00:00,2.99,27.0,50.6
Zone_4,2025-01-27 11:00:00,2.36,29.7,53.5
Zone_5,2025-01-27 11:00:00,2.6,22.1,48.2
Zone_6,2025-01-27 11:00:00,2.38,27.7,60.6
Zone_7,2025-01-27 11:00:00,2.33,31.9,53.0
Zone_8,2025-01-27 11:00:00,4.07,41.5,69.2
Zone_9,2025-01-27 11:00:00,3.07,21.4,66.9
Zone_10,2025-01-27 11:00:00,2.6,30.7,75.9
Zone_1,2025-01-27 12:00:00,3.98,29.4,62.4
Zone_2,2025-01-27 12:00:00,3.04,16.4,53.1
Zone_3,2025-01-27 12:00:00,4.04,32.8,49.0
Zone_4,2025-01-27 12:00:00,3.52,26.6,51.2
Zone_5,2025-01-27 12:00:00,2.31,35.6,56.2
Zone_6,2025-01-27 12:00:00,3.57,20.0,59.6
Zone_7,2025-01-27 12:00:00,3.39,25.7,57.4
Zone_8,2025-01-27 12:00:00,3.08,28.0,83.1
Zone_9,2025-01-27 12:00:00,3.74,30.8,74.9
Zone_10,2025-01-27 12:00:00,1.52,30.2,68.6
Zone_1,2025-01-27 13:00:00,2.05,31.2,71.6
Zone_2,2025-01-27 13:00:00,3.05,25.4,69.0
Zone_3,2025-01-27 13:00:00,2.97,32.2,36.3
Zone_4,2025-01-27 13:00:00,3.37,28.7,51.2
Zone_5,2025-01-27 13:00:00,2.47,22.3,79.1
Zone_6,2025-01-27 13:00:00,3.85,25.6,65.7
Zone_7,2025-01-27 13:00:00,2.11,24.7,52.3
Zone_8,2025-01-27 13:00:00,2.2,24.1,59.8
Zone_9,2025-01-27 13:00:00,3.23,34.1,61.9
Zone_10,2025-01-27 13:00:00,2.7,31.9,61.5
Zone_1,2025-01-27 14:00:00,2.53,22.5,67.2
Zone_2,2025-01-27 14:00:00,2.54,22.4,66.4
Zone_3,2025-01-27 14:00:00,3.06,29.7,35.4
Zone_4,2025-01-27 14:00:00,3.51,21.6,44.7
Zone_5,2025-01-27 14:00:00,3.22,19.9,44.3
Zone_6,2025-01-27 14:00:00,2.29,24.5,55.4
Zone_7,2025-01-27 14:00:00,3.24,25.0,65.6
Zone_8,2025-01-27 14:00:00,2.76,24.8,54.1
Zone_9,2025-01-27 14:00:00,2.96,28.9,65.3
Zone_10,2025-01-27 14:00:00,3.91,29.7,68.3
Zone_1,2025-01-27 15:00:00,2.56,24.1,46.9
Zone_2,2025-01-27 15:00:00,3.29,14.2,43.4
Zone_3,2025-01-27 15:00:00,3.16,26.9,49.1
Zone_4,2025-01-27 15:00:00,2.85,16.1,67.5
Zone_5,2025-01-27 15:00:00,2.67,27.1,48.1
Zone_6,2025-01-27 15:00:00,3.02,23.4,54.4
Zone_7,2025-01-27 15:00:00,3.26,32.9,61.5
Zone_8,2025-01-27 15:00:00,3.15,25.9,70.3
Zone_9,2025-01-27 15:00:00,3.0,31.2,53.4
Zone_10,2025-01-27 15:00:00,3.03,27.2,49.3
Zone_1,2025-01-27 16:00:00,3.47,30.3,60.5
Zone_2,2025-01-27 16:00:00,2.2,28.3,62.4
Zone_3,2025-01-27 16:00:00,2.43,27.0,58.0
Zone_4,2025-01-27 16:00:00,3.24,30.6,48.3
Zone_5,2025-01-27 16:00:00,4.15,16.9,54.3
Zone_6,2025-01-27 16:00:00,1.96,28.1,74.2
Zone_7,2025-01-27 16:00:00,3.49,35.4,58.4
Zone_8,2025-01-27 16:00:00,2.25,33.8,65.7
Zone_9,2025-01-27 16:00:00,3.31,28.4,53.8
Zone_10,2025-01-27 16:00:00,3.09,23.3,60.2
Zone_1,2025-01-27 17:00:00,2.77,23.5,48.4
Zone_2,2025-01-27 17:00:00,2.99,24.8,56.1
Zone_3,2025-01-27 17:00:00,2.59,29.9,58.1
Zone_4,2025-01-27 17:00:00,2.27,25.3,68.9
Zone_5,2025-01-27 17:00:00,3.6,23.3,66.7
Zone_6,2025-01-27 17:00:00,3.2,21.1,71.5
Zone_7,2025-01-27 17:00:00,2.19,19.2,70.0
Zone_8,2025-01-27 17:00:00,2.82,26.6,48.5
Zone_9,2025-01-27 17:00:00,4.12,23.6,63.1
Zone_10,2025-01-27 17:00:00,4.3,21.4,55.1
Zone_1,2025-01-27 18:00:00,3.6,8.4,66.8
Zone_2,2025-01-27 18:00:00,2.5,24.8,60.4
Zone_3,2025-01-27 18:00:00,4.51,27.4,71.5
Zone_4,2025-01-27 18:00:00,4.36,21.9,56.2
Zone_5,2025-01-27 18:00:00,3.44,25.8,55.5
Zone_6,2025-01-27 18:00:00,2.91,22.9,69.5
Zone_7,2025-01-27 18:00:00,3.62,34.1,75.9
Zone_8,2025-01-27 18:00:00,3.66,29.1,75.4
Zone_9,2025-01-27 18:00:00,4.88,25.9,68.6
Zone_10,2025-01-27 18:00:00,3.55,23.8,71.3
Zone_1,2025-01-27 19:00:00,3.68,37.6,54.1
Zone_2,2025-01-27 19:00:00,3.69,25.2,67.9
Zone_3,2025-01-27 19:00:00,4.1,27.0,64.9
Zone_4,2025-01-27 19:00:00,3.3,28.2,42.0
Zone_5,2025-01-27 19:00:00,3.47,16.7,77.4
Zone_6,2025-01-27 19:00:00,3.19,32.2,56.4
Zone_7,2025-01-27 19:00:00,3.51,22.6,43.9
Zone_8,2025-01-27 19:00:00,4.42,22.0,44.7
Zone_9,2025-01-27 19:00:00,3.92,21.8,68.4
Zone_10,2025-01-27 19:00:00,4.19,31.4,71.3
Zone_1,2025-01-27 20:00:00,5.21,26.2,80.3
Zone_2,2025-01-27 20:00:00,4.2,31.0,69.2
Zone_3,2025-01-27 20:00:00,4.5,24.5,62.8
Zone_4,2025-01-27 20:00:00,4.26,25.7,62.9
Zone_5,2025-01-27 20:00:00,3.5,26.2,54.6
Zone_6,2025-01-27 20:00:00,4.26,24.2,65.9
Zone_7,2025-01-27 20:00:00,3.71,30.1,60.8
Zone_8,2025-01-27 20:00:00,3.31,36.5,43.3
Zone_9,2025-01-27 20:00:00,2.88,29.9,68.8
Zone_10,2025-01-27 20:00:00,4.07,25.7,79.3
Zone_1,2025-01-27 21:00:00,3.84,16.9,74.4
Zone_2,2025-01-27 21:00:00,4.83,31.5,61.9
Zone_3,2025-01-27 21:00:00,3.53,27.9,47.7
Zone_4,2025-01-27 21:00:00,3.56,25.5,69.4
Zone_5,2025-01-27 21:00:00,4.32,26.6,72.9
Zone_6,2025-01-27 21:00:00,3.62,26.9,56.8
Zone_7,2025-01-27 21:00:00,4.0,25.5,36.6
Zone_8,2025-01-27 21:00:00,3.96,17.3,42.0
Zone_9,2025-01-27 21:00:00,3.23,22.6,49.7
Zone_10,2025-01-27 21:00:00,4.27,24.5,48.0
Zone_1,2025-01-27 22:00:00,4.39,25.5,73.3
Zone_2,2025-01-27 22:00:00,4.54,26.6,51.6
Zone_3,2025-01-27 22:00:00,4.74,23.9,50.7
Zone_4,2025-01-27 22:00:00,3.99,25.3,52.6
Zone_5,2025-01-27 22:00:00,2.96,24.7,44.8
Zone_6,2025-01-27 22:00:00,2.89,27.0,57.3
Zone_7,2025-01-27 22:00:00,4.68,35.5,47.7
Zone_8,2025-01-27 22:00:00,3.23,19.3,63.1
Zone_9,2025-01-27 22:00:00,3.73,28.5,82.5
Zone_10,2025-01-27 22:00:00,3.29,20.6,71.3
Zone_1,2025-01-27 23:00:00,4.16,26.5,57.1
Zone_2,2025-01-27 23:00:00,3.89,21.7,52.7
Zone_3,2025-01-27 23:00:00,4.1,20.7,61.6
Zone_4,2025-01-27 23:00:00,4.18,21.9,55.4
Zone_5,2025-01-27 23:00:00,4.01,20.1,51.1
Zone_6,2025-01-27 23:00:00,4.07,32.2,59.3
Zone_7,2025-01-27 23:00:00,4.04,19.4,57.4
Zone_8,2025-01-27 23:00:00,3.49,26.6,36.6
Zone_9,2025-01-27 23:00:00,2.82,25.7,66.3
Zone_10,2025-01-27 23:00:00,3.03,26.6,65.9
Zone_1,2025-01-28 00:00:00,2.44,19.3,75.5
Zone_2,2025-01-28 00:00:00,1.31,28.4,56.7
Zone_3,2025-01-28 00:00:00,1.47,20.5,62.6
Zone_4,2025-01-28 00:00:00,0.64,34.5,67.3
Zone_5,2025-01-28 00:00:00,1.61,25.1,54.9
Zone_6,2025-01-28 00:00:00,2.37,28.7,45.6
Zone_7,2025-01-28 00:00:00,1.7,25.3,47.8
Zone_8,2025-01-28 00:00:00,2.44,26.0,61.9
Zone_9,2025-01-28 00:00:00,2.29,29.1,57.2
Zone_10,2025-01-28 00:00:00,1.24,18.7,65.9
Zone_1,2025-01-28 01:00:00,2.09,38.5,61.0
Zone_2,2025-01-28 01:00:00,1.78,21.3,79.0
Zone_3,2025-01-28 01:00:00,2.84,20.5,62.7
Zone_4,2025-01-28 01:00:00,1.88,23.9,61.0
Zone_5,2025-01-28 01:00:00,2.73,15.5,77.2
Zone_6,2025-01-28 01:00:00,2.35,32.7,76.1
Zone_7,2025-01-28 01:00:00,1.57,29.5,44.3
Zone_8,2025-01-28 01:00:00,1.71,17.9,54.9
Zone_9,2025-01-28 01:00:00,2.7,29.7,68.1
Zone_10,2025-01-28 01:00:00,1.68,24.1,68.6
Zone_1,2025-01-28 02:00:00,1.49,32.3,58.3
Zone_2,2025-01-28 02:00:00,1.69,14.5,56.5
Zone_3,2025-01-28 02:00:00,2.68,19.0,66.2
